ObjectID,GlobalID,Channel Unit Type,Channel Unit Number,Channel Segment Number,Thalweg Exit Depth (m),Channel Unit Notes,Overhanging Cover,Aquatic Vegetation,Woody Debris Cover,Artificial Cover,Total No Cover,Sand/Fines 2mm,Gravel 2-64mm,Cobble 64-256mm,Boulder 256mm,Pebble 1 (mm),Pebble 2 (mm),Pebble 3 (mm),Pebble 4 (mm),Pebble 5 (mm),Pebble 6 (mm),Pebble 7 (mm),Pebble 8 (mm),Pebble 9 (mm),Pebble 10 (mm),Pebble 11 (mm),Maximum Depth (m),Width 1,Width 2,Width 3,Width 4,Width 5,ParentGlobalID,CreationDate,Creator,EditDate,Editor
441,db6f4778-bd4b-4e75-8197-56474d2a5082,Pool,452,1,0.33,,0.1,0.1,,,0.9,50,40,10,,,,,,,,,,,,,0.52,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
442,7798988a-4989-4004-98a9-0a649c0f3bec,Riffle,453,1,0.31,,0.6,,0.1,,0.4,30,60,10,,,,,,,,,,,,,0.31,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
443,2ce20b17-0bd2-4c3c-9761-677801afb6dd,Pool,454,1,0.28,,0.4,,0.1,,0.6,60,40,,,,,,,,,,,,,,0.44,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
444,82c8903d-9fed-45f4-a55a-9ee4d05425c0,Riffle,455,1,0.27,,0.3,,,,0.7,30,60,10,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
445,7df772de-cf3d-4b2a-a809-1c4d13fd9619,Pool,456,1,0.26,,,,,,100,60,40,,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
446,47de4d6c-3dc5-4117-9340-f6be43e8ca9c,Riffle,457,1,0.29,,0.4,,0.1,,0.6,30,50,20,,,,,,,,,,,,,0.29,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
447,eb8c9471-5526-4d78-b984-bf1fc80245a3,Rapid+,458,1,0.29,,0.1,,,,0.9,10,30,40,20,,,,,,,,,,,,0.42,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
448,57822484-e5c5-4003-a0b9-885d0e7b4791,Riffle,459,1,0.15,,0.1,,,,0.9,20,50,30,,,,,,,,,,,,,0.22,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
449,0a14d942-78af-4c49-83c5-95a00efd55cf,Rapid+,460,1,0.31,,0.2,,,,0.8,20,30,30,20,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
450,0ba78061-7c51-450a-8bca-c840dd9b21b4,Riffle,461,1,0.26,,0.1,,,,0.9,20,40,30,10,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
451,638694b8-d152-49cd-9502-3f63a882d7f6,Pool,462,1,0.23,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
452,c627b92c-5eb1-471a-90e6-d0ae93494d68,Rapid+,463,1,0.32,,0.1,,,,0.9,10,20,50,20,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
453,92a7ceea-0ade-486b-8796-0b0ac33ac7ab,Pool,464,1,0.27,,0.2,,,,0.8,30,40,30,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
454,746137e0-5529-4a1e-814c-53d9d1973475,Rapid+,465,1,0.25,,0.2,,0.1,,0.8,10,20,40,30,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
455,dbcd79ef-0b72-41d7-b48f-c8a76896b5b7,Riffle,466,1,0.33,,0.1,,,,0.9,10,50,40,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
456,c2504bde-c7f4-4214-8d00-7e1690e12a72,Riffle,467,69,0.11,,,0.1,,,0.9,40,50,10,,,,,,,,,,,,,0.23,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
457,da79a296-b627-4cf0-a0d5-3de5a3f9bc81,Rapid+,468,1,0.23,,0.1,,,,0.9,20,30,30,20,,,,,,,,,,,,0.29,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
458,0ba567db-26d7-4ae0-9a60-d042999354f9,Pool,469,1,0.22,,0.2,,0.1,,0.8,60,30,10,,,,,,,,,,,,,0.48,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
459,85417cd7-f2f0-4e25-aba1-afe70fa1e93b,Riffle,470,1,0.27,,0.1,,,,0.9,20,50,30,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
460,337fe2cd-4d5a-4a32-8d4e-58c1edae1627,Rapid+,471,1,0.33,,0.1,,,,0.9,20,30,30,20,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
461,829b6daf-59e4-444d-bb34-0d1a8c00ae19,Rapid+,472,70,0.16,,0.4,,0.1,,0.6,20,60,20,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
462,75fe1a8b-9d5d-443b-be21-e5ed956e929d,Riffle,473,1,0.25,,0.1,,,,0.9,20,70,10,,,,,,,,,,,,,0.27,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
463,92e05674-240c-4907-9740-02ca1f51b191,Pool,474,1,0.2,,0.3,,0.1,,0.7,40,50,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
464,f9b27d67-5061-4de5-9fe6-e5ec8d27fedd,Riffle,475,1,0.2,,0.1,,,,0.9,20,80,,,,,,,,,,,,,,0.32,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
465,2c4c0e77-5c40-42f3-8dde-681ad7e442c3,Pool,476,1,0.22,,,,,,100,50,40,10,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
466,ffb8a5e3-31d3-4afa-bcd7-3b79ed128445,Riffle,477,1,0.16,,0.3,,0.1,,0.7,20,60,20,,,,,,,,,,,,,0.29,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
467,37c5342c-0cc4-4f5a-935b-fbcb7f3007a9,Pool,478,1,0.2,,0.3,,0.1,,0.7,30,60,10,,,,,,,,,,,,,0.6,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
468,f2b8ef51-8649-4982-bf39-dbc441368bc2,Riffle,479,1,0.2,,0.2,,0.1,,0.8,30,60,10,,,,,,,,,,,,,0.28,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
469,458a76e5-b341-4a16-8dad-81d0f6d831c3,Pool,480,1,0.2,,0.4,,0.1,,0.6,60,40,,,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
470,a4c0f6ad-331b-4de0-a43f-aefd6f2b9ace,Riffle,481,1,0.2,,,,,,100,20,60,20,,,,,,,,,,,,,0.2,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
471,ef79249d-453d-486a-964e-10aa981d7bdc,Pool,482,1,0.19,,0.1,,,,0.8,60,40,,,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
472,3227ab16-2fc1-4baf-a4ee-bb444a074ef1,Riffle,483,1,0.27,,0.3,,0.1,,0.7,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
473,445e087f-23ed-4300-aa31-2948da619ffa,Rapid+,484,1,0.22,,20,,10,,,10,30,50,10,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
474,2fe9e61b-dfc8-4963-8f45-06f046bd874e,Riffle,485,1,0.26,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.43,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
475,f96b3971-0eb4-48d1-a714-9c3394741d9c,Pool,486,1,0.32,,0.1,,,,0.9,50,50,,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
476,13129291-8ef7-48c9-ac82-08331f084d57,Pool,487,1,0.21,,0.1,,,,0.9,30,70,,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
477,c63e40c4-a032-47e6-ae04-9d846e274659,Riffle,488,1,0.2,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.36,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
478,bd1c6d9e-eab9-4a50-a365-2780da26c2dc,OCA,489,1,0.21,,0.1,,,,0.9,10,30,40,20,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
479,b6108649-52bf-4b93-a3a0-14289c2876a4,Rapid+,490,71,0.18,,0.3,,0.1,,0.7,20,70,10,,,,,,,,,,,,,0.28,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
480,c8cac338-9850-4185-9a61-5b0647266dae,Riffle,491,1,0.14,,0.1,,,,0.9,30,60,10,,,,,,,,,,,,,0.31,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
481,3fa7d7d7-12ef-48d2-9d70-6ab1a7299715,Rapid+,492,1,0.33,,0.2,,0.1,,0.8,10,40,50,,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
482,cdf09721-56f2-49c2-a646-7917429a1ea8,Pool,493,1,0.27,,0.1,,,,0.9,40,50,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
483,7727f798-0227-4638-aadb-d1e0aa2b2525,Rapid+,494,1,0.28,,0.1,,,,0.9,30,40,10,20,,,,,,,,,,,,0.34,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
484,19d53e12-a9a1-48e8-a01b-52be831e8fba,Riffle,495,1,0.46,,0.4,,0.1,,0.6,40,40,10,10,,,,,,,,,,,,0.46,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
485,1445cfaa-e8c3-4d18-89e0-f567d1dd4292,Pool,496,1,0.19,,0.3,,,,0.7,30,60,10,,,,,,,,,,,,,0.33,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
486,cb0bf853-dd62-42bc-8222-8415a644794a,Pool,497,1,0.21,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.5,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
487,f1e02e98-95a5-45d3-bad9-8fe8f1da8fcb,Riffle,498,1,0.3,,0.2,,,,0.8,30,60,10,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
488,8f7b0ccd-0a1d-4e39-9d43-cf909c2d8152,Pool,499,1,0.25,,0.2,,,,0.8,60,40,,,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
489,79fdf6a2-bc44-4a05-8cb8-7151fca0d571,Riffle,500,1,0.31,,0.3,,,,0.7,40,60,,,,,,,,,,,,,,0.36,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
490,c0100a57-2b5b-45d3-80b1-4a5824103b68,Pool,501,1,0.21,,,,,,100,30,50,20,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
491,46280a46-3b5e-4622-974b-cfa01e1e16fe,Pool,502,1,0.2,,,,,,100,30,70,,,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
492,c33d5391-d9cb-4e6e-8cb7-9546a1bcb17f,Pool,503,1,0.17,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.43,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
493,9da3261e-bd22-4066-a6ee-108ff5966884,Riffle,504,1,0.25,,0.1,,,,0.9,20,70,10,,,,,,,,,,,,,0.25,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
494,01f30776-41bc-4d4a-b396-14d50e5659f6,Pool,505,1,0.22,,,,,,100,30,70,,,,,,,,,,,,,,,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
495,08b4cdd2-3ce3-4f1b-ad8a-32004aa16e83,Riffle,506,1,0.22,,0.1,,,,0.9,20,70,10,,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
496,52d35dfb-5328-4620-b06b-68c56e99bf5a,Pool,507,1,0.2,,0.7,,0.1,,0.3,50,50,,,,,,,,,,,,,,0.55,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
497,dfbba7cc-330c-4f1d-afa4-4f5988cd034b,Riffle,508,1,0.23,,0.1,,,,0.9,30,70,,,,,,,,,,,,,,0.23,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
498,1b3fe95f-6c0c-4a10-9062-4b957ffd6f2e,Pool,509,1,0.21,,0.2,,,,0.8,60,40,,,,,,,,,,,,,,0.51,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
499,43c9cd6d-8158-420e-9064-f53aacd502bf,Riffle,510,1,0.26,,0.4,,,,0.6,30,70,,,,,,,,,,,,,,0.39,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
500,cc12d950-cacd-4312-955a-61174ece8ab3,Pool,511,1,0.19,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.4,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
501,c979e56a-4ca0-4404-852b-e08ce7bfe436,Riffle,512,1,0.3,,0.3,,,,0.7,20,70,10,,,,,,,,,,,,,0.41,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
502,20e6fd95-45f8-493e-9075-1fe25de629ff,Pool,513,1,0.21,,0.5,,,,0.5,40,60,,,,,,,,,,,,,,0.45,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
503,a6dcd49b-fd11-4d25-9db0-e78f2e86ef54,Riffle,514,1,0.27,,0.2,,,,0.8,30,60,10,,,,,,,,,,,,,0.35,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
504,23a0ad79-9af7-41b7-a425-56889118d7eb,Riffle,515,72,0.2,,0.1,,,,0.9,30,70,,,,,,,,,,,,,,0.23,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
505,5382cb32-6e61-49c1-9147-8d99dcea31b9,Pool,516,1,0.14,,0.1,,,,0.9,40,60,,,,,,,,,,,,,,0.44,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
506,5128de16-0d80-4674-8e02-55321826bcef,Riffle,517,1,0.2,,0.1,,,,0.9,30,70,,,,,,,,,,,,,,0.37,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
507,7a9221fd-1c26-430a-b359-ff4ad3eb3c2d,OCA,518,1,0.1,,0.3,0.1,,,0.7,100,,,,,,,,,,,,,,,0.17,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
508,b84a0cb6-2e80-4b27-8873-6247dda86394,Pool,519,1,0.23,,,,,,100,40,60,,,,,,,,,,,,,,0.59,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
509,53ab94bb-cfb1-481c-8655-1edd86db4640,Riffle,520,1,0.27,,,,,,100,30,70,,,,,,,,,,,,,,0.47,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
510,fa2c63d0-a9d2-4823-bac7-dadf4afbbef1,Rapid+,521,1,0.25,,0.1,,,,0.9,20,30,40,10,,,,,,,,,,,,0.43,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
511,7293d8db-bd33-4fde-8840-23bc34a92006,Pool,522,1,0.21,,,,,,100,40,40,20,,,,,,,,,,,,,0.97,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
512,f2a5a59b-2246-4238-adad-d3fcc28ec17f,Run,127,27,0.16,,,,,,100,90,10,,,,,,,,,,,,,,0.2,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
513,7a019352-4599-4a58-bca5-17b4ce566339,Riffle,128,27,0.11,,0.1,,,,0.9,50,40,10,,,,,,,,,,,,,0.2,,,,,,6ad772a2-4c8c-4eb4-887f-f98297e753e0,6/6/2019 23:13,richie@qcinc.org,6/6/2019 23:13,richie@qcinc.org
